result,fx,fy,cx,cy
0.02309672089081886,1739.13,1739.13,1248.0000000000007,702.0000000000003
0.02390690766864191,1739.13,1739.13,1257.6000000000008,707.4000000000005
0.024780690291504367,1739.13,1739.13,1267.2000000000007,712.8000000000004
0.026619067078414427,1739.13,1739.13,1276.8000000000009,718.2000000000005
0.02730447145660358,1739.13,1739.13,1286.4000000000008,723.6000000000004
0.02792507766069081,1739.13,1739.13,1296.000000000001,729.0000000000006
0.027894378590421414,1739.13,1739.13,1305.6000000000008,734.4000000000004
0.029496713695805643,1739.13,1739.13,1315.200000000001,739.8000000000005
0.029310158542843606,1739.13,1739.13,1324.8000000000006,745.2000000000004
0.030106139858914083,1739.13,1739.13,1334.400000000001,750.6000000000006
0.03094656658275624,1739.13,1739.13,1344.0000000000007,756.0000000000005
0.031664889738582364,1739.13,1739.13,1353.600000000001,761.4000000000005
0.0324448832943541,1739.13,1739.13,1363.2000000000007,766.8000000000004
0.03310206630642387,1739.13,1739.13,1372.800000000001,772.2000000000006
0.034880155778110135,1739.13,1739.13,1382.4000000000008,777.6000000000005
0.03469186978453597,1739.13,1739.13,1392.000000000001,783.0000000000006
0.0,1739.13,1739.13,1401.6000000000008,788.4000000000004
0.0,1739.13,1739.13,1411.200000000001,793.8000000000006
0.03701299063649497,1739.13,1739.13,1420.8000000000009,799.2000000000005
0.03854050244904319,1739.13,1739.13,1430.400000000001,804.6000000000006
0.0,1739.13,1739.13,1440.000000000001,810.0000000000005
0.0,1739.13,1739.13,1449.600000000001,815.4000000000007
0.04087049313724633,1739.13,1739.13,1459.200000000001,820.8000000000005
0.041695250838106934,1739.13,1739.13,1468.800000000001,826.2000000000006
0.0,1739.13,1739.13,1478.400000000001,831.6000000000005
0.04291956619715437,1739.13,1739.13,1488.0000000000011,837.0000000000006
0.0,1739.13,1739.13,1497.6000000000008,842.4000000000005
0.04453634726870608,1739.13,1739.13,1507.2000000000012,847.8000000000006
0.0,1739.13,1739.13,1516.8000000000009,853.2000000000005
0.0,1739.13,1739.13,1526.4000000000012,858.6000000000006
0.0,1739.13,1739.13,1536.000000000001,864.0000000000006
